50000;0,0006303667;0,4518223000;0,0056657333
55000;0,0006070000;0,4958982667;0,0058588667
60000;0,0005186333;0,5897301667;0,0077410667
65000;0,0005430333;0,6743626333;0,0082527667
70000;0,0006503333;0,7869844333;0,0088477333
75000;0,0006843333;0,8869673000;0,0094643000
80000;0,0006882667;1,0087096000;0,0101420333
85000;0,0007621667;1,1459185000;0,0107226000
90000;0,0008366000;1,2760189333;0,0110273000
95000;0,0008642333;1,3988476333;0,0117090000
100000;0,0008965667;1,5559085000;0,0123524000
